Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Duration (excl. conn) (ms),17183.35,16856.72,17380.36,1099734.38,16875.82,16905.43,16946.80,17069.58,17213.68,17314.89,17366.42,17375.20,17379.22,154.54
HTTP Receiving (ms),11311.56,6208.70,16516.84,723939.85,6209.48,6501.53,7162.30,8788.00,11384.47,13863.46,15319.72,15902.89,16345.01,3021.00
HTTP Sending (ms),5.63,1.15,14.59,360.11,1.16,1.18,1.26,2.43,5.30,8.81,10.05,10.29,12.51,3.52
HTTP Total Time (ms),17190.39,16869.18,17392.25,1100184.96,16888.48,16906.66,16951.31,17081.87,17219.37,17324.41,17376.65,17382.05,17388.70,155.74
HTTP Waiting (TTFB) (ms),5866.16,331.94,11167.60,375434.41,522.11,1000.86,1623.36,3200.41,5825.39,8525.28,10192.65,10869.52,11167.31,3171.88
Input Sequence Length (tokens),7172.84,7172.00,7173.00,459062.00,7172.00,7172.00,7172.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.36
Inter Chunk Latency (ms),44.56,0.18,710.13,723463.19,12.07,16.10,18.21,21.97,25.65,29.68,34.58,337.20,358.10,76.57
Inter Token Latency (ms),44.65,24.34,67.66,2857.50,24.35,25.83,28.09,34.45,44.90,54.84,60.64,62.53,65.62,12.08
OSL Mismatch Diff % (%),-0.61,-4.30,0.00,-39.06,-3.80,-1.95,-1.56,-1.17,0.00,0.00,0.00,0.00,0.00,0.89
Output Sequence Length (tokens),254.44,245.00,256.00,16284.00,246.26,251.00,252.00,253.00,256.00,256.00,256.00,256.00,256.00,2.29
Output Token Count (tokens),254.44,245.00,256.00,16284.00,246.26,251.00,252.00,253.00,256.00,256.00,256.00,256.00,256.00,2.29
Output Token Throughput Per User (tokens/sec/user),24.31,14.78,41.08,1555.55,15.25,15.99,16.49,18.24,22.28,29.03,35.61,38.72,41.07,7.30
Prefill Throughput Per User (tokens/sec/user),2268.32,642.07,21069.20,145172.59,642.11,659.73,702.92,841.32,1231.24,2241.01,4407.45,7247.62,14818.70,3051.51
Request Latency (ms),17176.31,16831.91,17378.58,1099283.53,16843.44,16898.07,16924.40,17068.37,17211.62,17313.48,17366.34,17374.40,17378.49,161.30
Time to First Output Token (ms),5872.19,340.45,11170.70,375820.35,531.34,1002.32,1627.41,3208.11,5830.66,8528.38,10204.60,10872.96,11170.31,3172.64
Time to First Token (ms),5872.19,340.45,11170.70,375820.35,531.34,1002.32,1627.41,3208.11,5830.66,8528.38,10204.60,10872.96,11170.31,3172.64
Time to Second Token (ms),345.24,14.74,710.13,22095.37,19.75,244.27,312.81,334.12,345.60,353.85,362.20,368.67,690.88,95.18
Tokens In Flight (tokens),456486.31,0.00,474279.49,,,,,,459611.18,,469983.20,472144.36,473857.87,38771.22

Metric,Value
Benchmark Duration (sec),17.39
Input Token Throughput (tokens/sec),26380.39
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),935.77
Request Count,64.00
Request Throughput (requests/sec),3.68
Total Input Sequence Length (tokens),459062.00
Total Output Sequence Length (tokens),16284.00
Total Output Tokens (tokens),16284.00
Total Token Throughput (tokens/sec),27316.16
